data;
param Title := AdiantumCapillusVeneris;
param start := 55_0_R;
set V :=
55_0_R
4_0_R
6_0_F
35_0_F
45_0_R
54_0_F
51_0_R
49_0_R
50_0_R
28_0_R
26_0_F
41_0_R
23_0_F
25_0_R
48_0_F
31_0_F
30_0_F
14_0_F
13_0_R
22_0_F
11_0_F
12_0_R
14_1_R
30_1_R
31_1_R
48_1_R
25_1_F
23_1_R
41_1_F
26_1_R
28_1_F
50_1_F
49_1_F
51_1_F
54_1_R
;
set O :=
55_0_R	4_0_R
4_0_R	6_0_F
6_0_F	35_0_F
35_0_F	45_0_R
45_0_R	54_0_F
54_0_F	51_0_R
51_0_R	49_0_R
49_0_R	50_0_R
50_0_R	28_0_R
28_0_R	26_0_F
26_0_F	41_0_R
41_0_R	23_0_F
23_0_F	25_0_R
25_0_R	48_0_F
48_0_F	31_0_F
31_0_F	30_0_F
30_0_F	14_0_F
14_0_F	13_0_R
13_0_R	22_0_F
22_0_F	11_0_F
11_0_F	12_0_R
12_0_R	14_1_R
14_1_R	30_1_R
30_1_R	31_1_R
31_1_R	48_1_R
48_1_R	25_1_F
25_1_F	23_1_R
23_1_R	41_1_F
41_1_F	26_1_R
26_1_R	28_1_F
28_1_F	50_1_F
50_1_F	49_1_F
49_1_F	51_1_F
51_1_F	54_1_R
54_1_R	55_0_R
;
set L :=
50_1_F	51_1_F
30_0_F	13_0_R
55_0_R	4_0_R
55_0_R	6_0_F
23_0_F	48_0_F
23_0_F	31_0_F
4_0_R	6_0_F
14_1_R	31_1_R
14_1_R	48_1_R
48_0_F	14_0_F
48_0_F	30_0_F
41_0_R	25_0_R
31_1_R	23_1_R
14_0_F	13_0_R
12_0_R	31_1_R
51_1_F	55_0_R
30_1_R	48_1_R
30_1_R	25_1_F
6_0_F	35_0_F
6_0_F	45_0_R
41_1_F	51_1_F
25_1_F	41_1_F
25_1_F	26_1_R
25_0_R	30_0_F
51_0_R	41_0_R
51_0_R	23_0_F
51_0_R	49_0_R
51_0_R	50_0_R
51_0_R	26_0_F
26_1_R	51_1_F
49_1_F	51_1_F
49_0_R	23_0_F
50_0_R	23_0_F
23_1_R	50_1_F
23_1_R	49_1_F
23_1_R	51_1_F
23_1_R	26_1_R
35_0_F	45_0_R
48_1_R	23_1_R
13_0_R	11_0_F
13_0_R	22_0_F
26_0_F	23_0_F
26_0_F	25_0_R
45_0_R	51_0_R
11_0_F	12_0_R
11_0_F	14_1_R
11_0_F	31_1_R
11_0_F	30_1_R
22_0_F	11_0_F
31_0_F	13_0_R
31_0_F	14_0_F
;
param l :=
55_0_R	4_0_R	-120.0
4_0_R	6_0_F	-120.0
6_0_F	35_0_F	-120.0
35_0_F	45_0_R	-120.0
45_0_R	54_0_F	-120.0
54_0_F	51_0_R	-120.0
51_0_R	49_0_R	-120.0
49_0_R	50_0_R	-120.0
50_0_R	28_0_R	-120.0
28_0_R	26_0_F	-120.0
26_0_F	41_0_R	-120.0
41_0_R	23_0_F	-120.0
23_0_F	25_0_R	-120.0
25_0_R	48_0_F	-120.0
48_0_F	31_0_F	-120.0
31_0_F	30_0_F	-120.0
30_0_F	14_0_F	-120.0
14_0_F	13_0_R	-120.0
13_0_R	22_0_F	-120.0
22_0_F	11_0_F	-120.0
11_0_F	12_0_R	-120.0
