data;
param Title := LotusCorniculatus;
param start := 16_0_R;
set V :=
16_0_R
24_0_F
31_0_R
30_0_F
54_0_R
0_0_R
2_0_R
17_0_R
3_0_R
5_0_R
47_0_R
35_0_F
36_0_F
47_1_R
35_1_F
37_0_R
40_0_R
39_0_R
18_0_R
19_0_F
20_0_R
18_1_F
39_1_F
40_1_F
37_1_F
35_2_R
47_2_F
36_1_R
35_3_R
47_3_F
5_1_F
3_1_F
17_1_F
;
set O :=
16_0_R	24_0_F
24_0_F	31_0_R
31_0_R	30_0_F
30_0_F	54_0_R
54_0_R	0_0_R
0_0_R	2_0_R
2_0_R	17_0_R
17_0_R	3_0_R
3_0_R	5_0_R
5_0_R	47_0_R
47_0_R	35_0_F
35_0_F	36_0_F
36_0_F	47_1_R
47_1_R	35_1_F
35_1_F	37_0_R
37_0_R	40_0_R
40_0_R	39_0_R
39_0_R	18_0_R
18_0_R	19_0_F
19_0_F	20_0_R
20_0_R	18_1_F
18_1_F	39_1_F
39_1_F	40_1_F
40_1_F	37_1_F
37_1_F	35_2_R
35_2_R	47_2_F
47_2_F	36_1_R
36_1_R	35_3_R
35_3_R	47_3_F
47_3_F	5_1_F
5_1_F	3_1_F
3_1_F	17_1_F
17_1_F	16_0_R
;
set L :=
30_0_F	0_0_R
30_0_F	2_0_R
18_1_F	39_1_F
39_1_F	3_1_F
39_1_F	5_1_F
39_1_F	37_1_F
39_1_F	40_1_F
39_1_F	36_1_R
0_0_R	2_0_R
37_1_F	16_0_R
16_0_R	24_0_F
24_0_F	31_0_R
19_0_F	18_1_F
19_0_F	20_0_R
3_0_R	40_0_R
3_0_R	39_0_R
36_1_R	16_0_R
54_0_R	2_0_R
3_1_F	16_0_R
18_0_R	19_0_F
40_0_R	39_0_R
37_0_R	39_0_R
5_1_F	16_0_R
31_0_R	54_0_R
31_0_R	30_0_F
39_0_R	18_0_R
2_0_R	36_0_F
2_0_R	3_0_R
2_0_R	5_0_R
2_0_R	37_0_R
20_0_R	18_1_F
40_1_F	3_1_F
36_0_F	39_0_R
5_0_R	39_0_R
;
param l :=
16_0_R	24_0_F	-120.0
24_0_F	31_0_R	-120.0
31_0_R	30_0_F	-120.0
30_0_F	54_0_R	-120.0
54_0_R	0_0_R	-120.0
0_0_R	2_0_R	-120.0
2_0_R	17_0_R	-120.0
17_0_R	3_0_R	-120.0
3_0_R	5_0_R	-120.0
5_0_R	47_0_R	-120.0
47_0_R	35_0_F	-120.0
35_0_F	36_0_F	-120.0
36_0_F	47_1_R	-120.0
47_1_R	35_1_F	-120.0
35_1_F	37_0_R	-120.0
37_0_R	40_0_R	-120.0
40_0_R	39_0_R	-120.0
39_0_R	18_0_R	-120.0
18_0_R	19_0_F	-120.0
19_0_F	20_0_R	-120.0
20_0_R	18_1_F	-120.0
18_1_F	39_1_F	-120.0
39_1_F	40_1_F	-120.0
40_1_F	37_1_F	-120.0
37_1_F	35_2_R	-120.0
35_2_R	47_2_F	-120.0
47_2_F	36_1_R	-120.0
36_1_R	35_3_R	-120.0
35_3_R	47_3_F	-120.0
47_3_F	5_1_F	-120.0
5_1_F	3_1_F	-120.0
3_1_F	17_1_F	-120.0
17_1_F	16_0_R	-120.0
;
param w :=
16_0_R	26887.0
24_0_F	26447.0
31_0_R	17785.0
30_0_F	4327.0
54_0_R	533.0
0_0_R	2524.0
2_0_R	4393.0
17_0_R	421.0
3_0_R	1285.0
5_0_R	661.0
47_0_R	232.0
35_0_F	162.0
36_0_F	1929.0
47_1_R	232.0
35_1_F	162.0
37_0_R	899.0
40_0_R	1138.0
39_0_R	9415.0
18_0_R	9940.0
19_0_F	15784.0
20_0_R	2847.0
18_1_F	9940.0
39_1_F	9415.0
40_1_F	1138.0
37_1_F	899.0
35_2_R	162.0
47_2_F	232.0
36_1_R	1929.0
35_3_R	162.0
47_3_F	232.0
5_1_F	661.0
3_1_F	1285.0
17_1_F	421.0
;
param b_inf :=
30_0_F	0_0_R	176.0
30_0_F	2_0_R	2551.0
18_1_F	39_1_F	0.0
39_1_F	3_1_F	4241.0
39_1_F	5_1_F	3674.0
39_1_F	37_1_F	747.0
39_1_F	40_1_F	0.0
39_1_F	36_1_R	1698.0
0_0_R	2_0_R	0.0
37_1_F	16_0_R	3895.0
16_0_R	24_0_F	0.0
24_0_F	31_0_R	0.0
19_0_F	18_1_F	2446.0
19_0_F	20_0_R	0.0
3_0_R	40_0_R	3135.0
3_0_R	39_0_R	4263.0
36_1_R	16_0_R	1916.0
54_0_R	2_0_R	2195.0
3_1_F	16_0_R	59.0
18_0_R	19_0_F	0.0
40_0_R	39_0_R	0.0
37_0_R	39_0_R	747.0
5_1_F	16_0_R	1231.0
31_0_R	54_0_R	3958.0
31_0_R	30_0_F	0.0
39_0_R	18_0_R	0.0
2_0_R	36_0_F	1907.0
2_0_R	3_0_R	57.0
2_0_R	5_0_R	1244.0
2_0_R	37_0_R	3885.0
20_0_R	18_1_F	0.0
40_1_F	3_1_F	3135.0
36_0_F	39_0_R	1698.0
5_0_R	39_0_R	3674.0
;
param b_sup :=
30_0_F	0_0_R	470.0
30_0_F	2_0_R	2846.0
18_1_F	39_1_F	34.0
39_1_F	3_1_F	4408.0
39_1_F	5_1_F	3915.0
39_1_F	37_1_F	1024.0
39_1_F	40_1_F	28.0
39_1_F	36_1_R	1977.0
0_0_R	2_0_R	48.0
37_1_F	16_0_R	4159.0
16_0_R	24_0_F	14.0
24_0_F	31_0_R	62.0
19_0_F	18_1_F	2753.0
19_0_F	20_0_R	51.0
3_0_R	40_0_R	3441.0
3_0_R	39_0_R	4416.0
36_1_R	16_0_R	2151.0
54_0_R	2_0_R	2372.0
3_1_F	16_0_R	326.0
18_0_R	19_0_F	36.0
